ファイル名,行数,文言（オリジナル）,文言（翻訳）
Tutorial_EN.txt,4,"To sell your car, you just need to click on the <b>'Sell Item'</b> button. With the <b>left mouse button</b> you can place objects.<br><br><color=blue>▪ Click on the 'Sell item' button</color>",
Tutorial_EN.txt,5,"Now we should start building your game studio. To build rooms, you need to click the <b>marked button</b> and select the room you want.<br><br><color=blue>▪ Click on the marked button 'Build rooms' and select 'Development'</color>",
Tutorial_EN.txt,6,"To design a room, hold down the <b>left mouse button</b> while moving your mouse. Keep in mind that each room must have a door.<br><br><color=blue>▪ 1. Design the room<br>▪ 2. Place a door<br>▪ 3. Click 'Accept' to build the room</color>",
Tutorial_EN.txt,7,"Now you should buy some objects for your room. Every employee needs a workplace, but you should also make sure that your employees do not freeze or work in an dirty environment.<br><br><color=blue>▪ Place at least one workplace<br>▪ Click on 'Close'</color>",
Tutorial_EN.txt,8,"It's important to know that your employees have needs that should be met. Dissatisfied employees tend to quit. Therefore, a <b>lounge</b> and a <b>toilet</b> is a must for any game studio.",
Tutorial_EN.txt,9,"Now we should assign your game character to the <b>'Development room'</b>. To do this, click on your game character and drop him into the <b>'Development room'</b>. He will automatically go to a desk and wait for your instructions.<br><br><color=blue>▪ Click your game character and drop him in the 'Development room'</color>",
Tutorial_EN.txt,10,"Now we can finally develop a game. To give a room a task, click on the <b>button above the room</b>. A menu with various options appears.<br><br><color=blue>▪ 1. Click on the button of the 'Development Room'<br>▪ 2. Select 'Develop a game'</color>",
Tutorial_EN.txt,11,"As you can see, some options are not available. However, these unlock later in the game. To create a new game, click <b>'New Game'.</b><br><br><color=blue>▪ Click the 'New Game' button</color>",
Tutorial_EN.txt,12,"You have many different settings available for your games. Scroll through all the pages of the menu and customize the game to your liking. When you are done, click on the <b>button with the green tick</b>.<br><br><color=blue>▪ 1. Design the game according to your wishes<br>▪ 2. Click on 'Start development'</color>",
Tutorial_EN.txt,13,"So far so good! To adjust the game speed, or to pause the game, you can click on the <b>marked buttons</b>. Now click on the <b>fastest game speed</b> to make your character start working.<br><br><color=blue>▪ Set the fastest game speed</color>",
Tutorial_EN.txt,14,"You can now see your game character working on your game. Once the game is completed, a menu will appear to publish the game.<br><br><color=blue>▪ Wait until your game is finished</color>",
Tutorial_EN.txt,15,"In the beginning, you can only publish your games through a publisher. Later in the game, however, you will have the opportunity to produce and publish your games yourself.<br><br><color=blue>▪ Click on 'Search Publisher' and select a publisher</color>",
Tutorial_EN.txt,16,"Once you publish a game, you get experience. For example, increasing experience can decrease development costs or improve the gameplay of your game.<br><br><color=blue>▪ Click on 'Accept'</color>",
Tutorial_EN.txt,17,"The sales of your games is not only related to the quality of your games. An oversaturated market, a trend or an unpopular console can affect the numbers.<br><br><color=blue>▪ Click on 'Accept'</color>",
Tutorial_EN.txt,18,"Your game has received an age rating from 'Mad Games Software Rating', and is now on the desk of all the gaming magazines. Now let's see how your game was rated by the press.<br><br><color=blue>▪ Click on 'Accept'</color>",
Tutorial_EN.txt,19,"If your game doesn't meet your expectations, don't be disappointed. For example, you can build a <b>research</b> and unlock new features for your games. Later you can also build advanced rooms like <b>graphics or sound studios</b> to make your games even better.<br><br><color=blue>▪ Click on 'Accept'</color>",
Tutorial_EN.txt,20,"Congratulations! You have now published your first game, and learned the most basic features of <b>Mad Games Tycoon 2</b>. Continue to familiarize yourself with the features of the game. Build more rooms, hire new employees, explore new things and develop the next <b>Super Hit</b>.<br>Have fun!",
Themes_EN.txt,1,Pets,
Themes_EN.txt,2,Pirates,
Themes_EN.txt,3,Hospital,
Themes_EN.txt,4,Martial arts,
Themes_EN.txt,5,Stone Age,
Themes_EN.txt,6,Middle Ages,
Themes_EN.txt,7,Cyberpunk,
Themes_EN.txt,8,Conquest,
Themes_EN.txt,9,Thieves,
Themes_EN.txt,10,Industrialization,
Themes_EN.txt,11,Contract killer,
Themes_EN.txt,12,Superheroes,
Themes_EN.txt,13,Mafia,
Themes_EN.txt,14,Steampunk,
Themes_EN.txt,15,Fashion,
Themes_EN.txt,16,Movies,
Themes_EN.txt,17,Music,
Themes_EN.txt,18,Digging,
Themes_EN.txt,19,Colonization,
Themes_EN.txt,20,World Wars,
Themes_EN.txt,21,Everyday life,
Themes_EN.txt,22,Orcs,
Themes_EN.txt,23,Samurai,
Themes_EN.txt,24,Mercenary,
Themes_EN.txt,25,Wizards,
Themes_EN.txt,26,Vikings,
Themes_EN.txt,27,Dragons,
Themes_EN.txt,28,Prison,
Themes_EN.txt,29,Ghosts,
Themes_EN.txt,30,Knights,
Themes_EN.txt,31,Transportation,
Themes_EN.txt,32,Romans,
Themes_EN.txt,33,Horror,
Themes_EN.txt,34,Viruses,
Themes_EN.txt,35,Hacking,
Themes_EN.txt,36,Economy,
Themes_EN.txt,37,Detectives,
Themes_EN.txt,38,UFOs,
Themes_EN.txt,39,Werewolves,
Themes_EN.txt,40,Hunting,
Themes_EN.txt,41,Singing,
Themes_EN.txt,42,Dancing,
Themes_EN.txt,43,Espionage,
Themes_EN.txt,44,Sports,
Themes_EN.txt,45,Airplanes,
Themes_EN.txt,46,Ninjas,
Themes_EN.txt,47,Tanks,
Themes_EN.txt,48,Fantasy,
Themes_EN.txt,49,Aliens,
Themes_EN.txt,50,Robots,
Themes_EN.txt,51,Kids,
Themes_EN.txt,52,School,
Themes_EN.txt,53,Dungeons,
Themes_EN.txt,54,Spaceships,
Themes_EN.txt,55,Gangsters,
Themes_EN.txt,56,Military,
Themes_EN.txt,57,Space,
Themes_EN.txt,58,Cities,
Themes_EN.txt,59,Vampires,
Themes_EN.txt,60,Zombies,
Themes_EN.txt,61,Game development,
Themes_EN.txt,62,Police,
Themes_EN.txt,63,Motorsports,
Themes_EN.txt,64,Soccer,
Themes_EN.txt,65,Boxing,
Themes_EN.txt,66,End Time,
Themes_EN.txt,67,Drawing,
Themes_EN.txt,68,Cars,
Themes_EN.txt,69,Ships,
Themes_EN.txt,70,Elves,
Themes_EN.txt,71,Theme Parks,
Themes_EN.txt,72,Plumber,
Themes_EN.txt,73,Science,
Themes_EN.txt,74,Building blocks,
Themes_EN.txt,75,Demons,
Themes_EN.txt,76,Agents,
Themes_EN.txt,77,Assassins,
Themes_EN.txt,78,Portals,
Themes_EN.txt,79,Worms,
Themes_EN.txt,80,Gods,
Themes_EN.txt,81,Fairies,
Themes_EN.txt,82,Trolls,
Themes_EN.txt,83,Skeletons,
Themes_EN.txt,84,Art,
Themes_EN.txt,85,Gambling,
Themes_EN.txt,86,Erotica,
Themes_EN.txt,87,Treasures,
Themes_EN.txt,88,Plants,
Themes_EN.txt,89,Mathematics,
Themes_EN.txt,90,Agriculture,
Themes_EN.txt,91,Cowboys,
Themes_EN.txt,92,Time Travel,
Themes_EN.txt,93,Dinosaurs,
Themes_EN.txt,94,Parallel worlds,
Themes_EN.txt,95,Elements,
Themes_EN.txt,96,Cyberspace,
Themes_EN.txt,97,Food,
Themes_EN.txt,98,Dwarfs,
Themes_EN.txt,99,Trucks,
Themes_EN.txt,100,Motorcycles,
Themes_EN.txt,101,Dating,
Themes_EN.txt,102,Diving,
Themes_EN.txt,103,Conspiracies,
Themes_EN.txt,104,Fire Department,
Themes_EN.txt,105,Trains,
Themes_EN.txt,106,Special Forces,
Themes_EN.txt,107,Druids,
Themes_EN.txt,108,Fruits,
Themes_EN.txt,109,Chemistry,
Themes_EN.txt,110,Physics,
Themes_EN.txt,111,Puzzles,
Themes_EN.txt,112,Fishes,
Themes_EN.txt,113,Helicopters,
Themes_EN.txt,114,Dreams,
Themes_EN.txt,115,Mecha,
Themes_EN.txt,116,Toys,
Themes_EN.txt,117,Cyborgs,
Themes_EN.txt,118,Stones,
Themes_EN.txt,119,Sandbox,
Themes_EN.txt,120,Cooking,
Themes_EN.txt,121,Monkeys,
Themes_EN.txt,122,Horses,
Themes_EN.txt,123,Bicycle,
Themes_EN.txt,124,Castles,
Themes_EN.txt,125,Space stations,
Themes_EN.txt,126,Casinos,
Themes_EN.txt,127,Islands,
Themes_EN.txt,128,Cats,
Themes_EN.txt,129,Dogs,
Themes_EN.txt,130,Sheep,
Themes_EN.txt,131,Goats,
Themes_EN.txt,132,Rabbits,
Themes_EN.txt,133,Bunker,
Themes_EN.txt,134,Devils,
Themes_EN.txt,135,Radioactivity,
Themes_EN.txt,136,Politics,
Themes_EN.txt,137,Barbarians,
Themes_EN.txt,138,Vacation,
Themes_EN.txt,139,Squirrels,
Themes_EN.txt,140,Reporters,
Themes_EN.txt,141,Ice Age,
Themes_EN.txt,142,Revolutions,
Themes_EN.txt,143,Hell,
Themes_EN.txt,144,Angel,
Themes_EN.txt,145,Candy,
Themes_EN.txt,146,Bounty Hunter,
Themes_EN.txt,147,Treasure hunters,
Themes_EN.txt,148,Insects,
Themes_EN.txt,149,Predators,
Themes_EN.txt,150,Frogs,
Themes_EN.txt,151,Submarines,
Themes_EN.txt,152,Karate,
Themes_EN.txt,153,Witches,
Themes_EN.txt,154,Crime,
Themes_EN.txt,155,Extreme sports,
Themes_EN.txt,156,Paintball,
Themes_EN.txt,157,Planets,
Themes_EN.txt,158,Evolution,
Themes_EN.txt,159,Comedy,
Themes_EN.txt,160,Survival,
Themes_EN.txt,161,Doctors,
Themes_EN.txt,162,Fitness,
Themes_EN.txt,163,Monster,
Themes_EN.txt,164,Historical,
Themes_EN.txt,165,Animals,
Themes_EN.txt,166,Companies,
Themes_EN.txt,167,Wrestling,
Themes_EN.txt,168,Octopuses,
Themes_EN.txt,169,Education,
Themes_EN.txt,170,Anime,
Themes_EN.txt,171,Crocodiles,
Themes_EN.txt,172,Cinema,
Themes_EN.txt,173,Television,
Themes_EN.txt,174,Quiz show,
Themes_EN.txt,175,Religion,
Themes_EN.txt,176,Tennis,
Themes_EN.txt,177,Basketball,
Themes_EN.txt,178,Rockstars,
Themes_EN.txt,179,Cabs,
Themes_EN.txt,180,Mushrooms,
Themes_EN.txt,181,Baseball,
Themes_EN.txt,182,American Football,
Themes_EN.txt,183,Ice Hockey,
Themes_EN.txt,184,Cricket,
Themes_EN.txt,185,Rugby,
Themes_EN.txt,186,Golf,
Themes_EN.txt,187,Birds,
Themes_EN.txt,188,Zoo,
Themes_EN.txt,189,Wild West,
ContractWork_EN.txt,1,﻿Optimize graphics engine<0>,
ContractWork_EN.txt,2,Programming the audio system<0>,
ContractWork_EN.txt,3,Develop Leveleditor<0>,
ContractWork_EN.txt,4,Optimize game physics<0>,
ContractWork_EN.txt,5,Scripting Quests<0>,
ContractWork_EN.txt,6,Optimize enemy AI<0>,
ContractWork_EN.txt,7,Optimize loading times<0>,
ContractWork_EN.txt,8,Programming the memory system<0>,
ContractWork_EN.txt,9,Create user interface<0>,
ContractWork_EN.txt,10,Programming the database system<0>,
ContractWork_EN.txt,11,Developing a game prototype<0>,
ContractWork_EN.txt,12,Develop localization tool<0>,
ContractWork_EN.txt,13,Develop diagnostic tool<0>,
ContractWork_EN.txt,14,Compress game assets<0>,
ContractWork_EN.txt,15,Programming the dialog system<0>,
ContractWork_EN.txt,16,Develop collision system<0>,
ContractWork_EN.txt,17,Programming the File Browser<0>,
ContractWork_EN.txt,18,Programming Levelloader<0>,
ContractWork_EN.txt,19,Programming the input manager<0>,
ContractWork_EN.txt,20,Programming the Spritemanager<0>,
ContractWork_EN.txt,21,Develop debug controller<0>,
ContractWork_EN.txt,22,Programming the Event Manager<0>,
ContractWork_EN.txt,23,Develop animation system<0>,
ContractWork_EN.txt,24,Develop sprite editor<0>,
ContractWork_EN.txt,25,Develop drivers<0>,
ContractWork_EN.txt,26,Implement copy protection<0>,
ContractWork_EN.txt,27,Optimize control system<1>,
ContractWork_EN.txt,28,Designing levels<1>,
ContractWork_EN.txt,29,General Bugtesting<1>,
ContractWork_EN.txt,30,Testing Quests<1>,
ContractWork_EN.txt,31,Create game concept<1>,
ContractWork_EN.txt,32,Hardware compatibility tests<1>,
ContractWork_EN.txt,33,Testing game stability<1>,
ContractWork_EN.txt,34,Analyze game performance<1>,
ContractWork_EN.txt,35,Test game updates<1>,
ContractWork_EN.txt,36,Optimize Game Balancing<1>,
